Blancas;Negras;Resultado Blancas;Resultado Negras;ECO;Apertura;Variaci¢n
RubiChess 20240112 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0;1;B90;Defensa Siciliana;
Stockfish 16 64-bit 4CPU;RubiChess 20240112 64-bit 4CPU;0,5;0,5;B90;Defensa Siciliana;
Caissa 1.16 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B31;Defensa Siciliana;
Stockfish 16 64-bit 4CPU;Caissa 1.16 64-bit 4CPU;0,5;0,5;B31;Defensa Siciliana;
Seer 2.8.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0;1;B57;Defensa Siciliana;
Stockfish 16 64-bit 4CPU;Seer 2.8.0 64-bit 4CPU;0,5;0,5;B57;Defensa Siciliana;
RubiChess 20240112 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B92;Defensa Siciliana;
Stockfish 16 64-bit 4CPU;RubiChess 20240112 64-bit 4CPU;0,5;0,5;B92;Defensa Siciliana;
RubiChess 20240112 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B40;Defensa Siciliana;
Stockfish 16 64-bit 4CPU;RubiChess 20240112 64-bit 4CPU;1;0;B40;Defensa Siciliana;
Obsidian 10.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B90;Defensa Siciliana;
Stockfish 16 64-bit 4CPU;Obsidian 10.0 64-bit 4CPU;1;0;B90;Defensa Siciliana;
Seer 2.8.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B31;Defensa Siciliana;
Stockfish 16 64-bit 4CPU;Seer 2.8.0 64-bit 4CPU;0,5;0,5;B31;Defensa Siciliana;
RubiChess 20240112 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B51;Defensa Siciliana;
Stockfish 16 64-bit 4CPU;RubiChess 20240112 64-bit 4CPU;0,5;0,5;B51;Defensa Siciliana;
RubiChess 20240112 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B22;Defensa Siciliana;
Stockfish 16 64-bit 4CPU;RubiChess 20240112 64-bit 4CPU;0,5;0,5;B22;Defensa Siciliana;
Obsidian 10.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B35;Defensa Siciliana;
Stockfish 16 64-bit 4CPU;Obsidian 10.0 64-bit 4CPU;1;0;B35;Defensa Siciliana;
Obsidian 10.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B63;Defensa Siciliana;
Stockfish 16 64-bit 4CPU;Obsidian 10.0 64-bit 4CPU;0,5;0,5;B63;Defensa Siciliana;
Obsidian 10.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B90;Defensa Siciliana;
Stockfish 16 64-bit 4CPU;Obsidian 10.0 64-bit 4CPU;0,5;0,5;B90;Defensa Siciliana;
Seer 2.8.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B90;Defensa Siciliana;
Stockfish 16 64-bit 4CPU;Seer 2.8.0 64-bit 4CPU;1;0;B90;Defensa Siciliana;
Arasan 24.1 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B21;Defensa Siciliana;
Stockfish 16 64-bit 4CPU;Arasan 24.1 64-bit 4CPU;1;0;B21;Defensa Siciliana;
Obsidian 10.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B33;Defensa Siciliana;
Stockfish 16 64-bit 4CPU;Obsidian 10.0 64-bit 4CPU;0,5;0,5;B33;Defensa Siciliana;
Obsidian 10.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B90;Defensa Siciliana;
Stockfish 16 64-bit 4CPU;Obsidian 10.0 64-bit 4CPU;0,5;0,5;B90;Defensa Siciliana;
Booot 7.3 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0;1;B47;Defensa Siciliana;
Stockfish 16 64-bit 4CPU;Booot 7.3 64-bit 4CPU;1;0;B47;Defensa Siciliana;
Alexandria 6.0.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B76;Defensa Siciliana;
Stockfish 16 64-bit 4CPU;Alexandria 6.0.0 64-bit 4CPU;0,5;0,5;B76;Defensa Siciliana;
Alexandria 6.0.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B33;Defensa Siciliana;
Stockfish 16 64-bit 4CPU;Alexandria 6.0.0 64-bit 4CPU;0,5;0,5;B33;Defensa Siciliana;
Alexandria 6.0.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B35;Defensa Siciliana;
Stockfish 16 64-bit 4CPU;Alexandria 6.0.0 64-bit 4CPU;0,5;0,5;B35;Defensa Siciliana;
Velvet 7.1.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0;1;B20;Defensa Siciliana;
Stockfish 16 64-bit 4CPU;Velvet 7.1.0 64-bit 4CPU;0,5;0,5;B20;Defensa Siciliana;
Velvet 7.1.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B20;Defensa Siciliana;
Stockfish 16 64-bit 4CPU;Velvet 7.1.0 64-bit 4CPU;1;0;B20;Defensa Siciliana;
Stockfish 16 64-bit 4CPU;Torch v2 64-bit 4CPU;0,5;0,5;B67;Defensa Siciliana;
Stockfish 16 64-bit 4CPU;Torch v2 64-bit 4CPU;0,5;0,5;B22;Defensa Siciliana;
Torch v2 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B51;Defensa Siciliana;
Stockfish 16 64-bit 4CPU;Torch v2 64-bit 4CPU;0,5;0,5;B48;Defensa Siciliana;
Stockfish 16 64-bit 4CPU;Torch v2 64-bit 4CPU;0,5;0,5;B35;Defensa Siciliana;
Stockfish 16 64-bit 4CPU;Torch v2 64-bit 4CPU;0,5;0,5;B40;Defensa Siciliana;
Torch v2 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B20;Defensa Siciliana;
Torch v2 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B28;Defensa Siciliana;
Stockfish 16 64-bit 4CPU;Torch v2 64-bit 4CPU;0,5;0,5;B45;Defensa Siciliana;
Stockfish 16 64-bit 4CPU;Dragon by Komodo 3.3 64-bit 4CPU;0,5;0,5;B46;Defensa Siciliana;
Stockfish 16 64-bit 4CPU;Seer 2.8.0 64-bit 4CPU;1;0;B42;Defensa Siciliana;
Stockfish 16 64-bit 4CPU;Alexandria 6.0.0 64-bit 4CPU;0,5;0,5;B23;Defensa Siciliana;
Stockfish 16 64-bit 4CPU;PlentyChess 1.0.0 64-bit 4CPU;0,5;0,5;B50;Defensa Siciliana;
Stockfish 16 64-bit 4CPU;Stockfish 16.1 64-bit 4CPU;0,5;0,5;B42;Defensa Siciliana;
Berserk 13 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B40;Defensa Siciliana;
Stockfish 16 64-bit 4CPU;Torch v2 64-bit 4CPU;0,5;0,5;B35;Defensa Siciliana;
Stockfish 16 64-bit 4CPU;Berserk 13 64-bit 4CPU;0,5;0,5;B53;Defensa Siciliana;
Obsidian 12.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B90;Defensa Siciliana;
rofChade 3.1 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B30;Defensa Siciliana;
Torch v2 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B38;Defensa Siciliana;
Stockfish 16 64-bit 4CPU;Caissa 1.17 64-bit 4CPU;0,5;0,5;B50;Defensa Siciliana;
Stockfish 16 64-bit 4CPU;Alexandria 6.1.0 64-bit 4CPU;1;0;B45;Defensa Siciliana;
Stockfish 16 64-bit 4CPU;Caissa 1.18 64-bit 4CPU;0,5;0,5;B46;Defensa Siciliana;
Uralochka 3.40a 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;B50;Defensa Siciliana;
Clover 6.1 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;C62;Defensa Steinitz Antigua;
Stockfish 16 64-bit 4CPU;Clover 6.1 64-bit 4CPU;0,5;0,5;C62;Defensa Steinitz Antigua;
Arasan 24.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;C74;Defensa Steinitz Moderna;
Stockfish 16 64-bit 4CPU;Arasan 24.0 64-bit 4CPU;1;0;C74;Defensa Steinitz Moderna;
Uralochka 3.40a 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;C72;Defensa Steinitz Moderna;
Stockfish 16 64-bit 4CPU;Uralochka 3.40a 64-bit 4CPU;1;0;C72;Defensa Steinitz Moderna;
RubiChess 20240112 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;C71;Defensa Steinitz Moderna;
Stockfish 16 64-bit 4CPU;RubiChess 20240112 64-bit 4CPU;0,5;0,5;C71;Defensa Steinitz Moderna;
Stockfish 16 64-bit 4CPU;Torch v2 64-bit 4CPU;0,5;0,5;C72;Defensa Steinitz Moderna;
Stockfish 16 64-bit 4CPU;RubiChess 20230410 64-bit 4CPU;1;0;A52;Gambito Budapest;
RubiChess 20230410 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;A52;Gambito Budapest;
Stockfish 16 64-bit 4CPU;ShashChess GZ 64-bit 4CPU;0,5;0,5;A52;Gambito Budapest;
ShashChess GZ 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;A52;Gambito Budapest;
Stockfish 16 64-bit 4CPU;SlowChess Blitz 2.9 64-bit 4CPU;1;0;A52;Gambito Budapest;
SlowChess Blitz 2.9 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;A52;Gambito Budapest;
Stockfish 16 64-bit 4CPU;Uralochka 3.39d 64-bit 4CPU;0,5;0,5;A52;Gambito Budapest;
Uralochka 3.39d 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;A52;Gambito Budapest;
Stockfish 16 64-bit 4CPU;Velvet 5.2.0 64-bit 4CPU;1;0;A52;Gambito Budapest;
Velvet 5.2.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;A52;Gambito Budapest;
Alexandria 6.0.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;A52;Gambito Budapest;
Stockfish 16 64-bit 4CPU;Alexandria 6.0.0 64-bit 4CPU;1;0;A52;Gambito Budapest;
Igel 3.5.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D11;Gambito de Dama;
Stockfish 16 64-bit 4CPU;Igel 3.5.0 64-bit 4CPU;0,5;0,5;D11;Gambito de Dama;
Stockfish 16 64-bit 4CPU;Minic 3.31 64-bit 4CPU;0,5;0,5;D30;Gambito de Dama;
Minic 3.31 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0;1;D30;Gambito de Dama;
Stockfish 16 64-bit 4CPU;Revenge 3.0 64-bit 4CPU;1;0;D15;Gambito de Dama;
Revenge 3.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D15;Gambito de Dama;
Stockfish 16 64-bit 4CPU;RubiChess 20230410 64-bit 4CPU;0,5;0,5;D58;Gambito de Dama;
RubiChess 20230410 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D58;Gambito de Dama;
Stockfish 16 64-bit 4CPU;ShashChess GZ 64-bit 4CPU;0,5;0,5;D45;Gambito de Dama;
ShashChess GZ 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D45;Gambito de Dama;
Stockfish 16 64-bit 4CPU;Igel 3.4.0 64-bit 4CPU;1;0;D12;Gambito de Dama;
Igel 3.4.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D12;Gambito de Dama;
Stockfish 16 64-bit 4CPU;Velvet 5.2.0 64-bit 4CPU;0,5;0,5;D37;Gambito de Dama;
Velvet 5.2.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D37;Gambito de Dama;
Stockfish 16 64-bit 4CPU;Ethereal 14.00 64-bit 4CPU;0,5;0,5;D26;Gambito de Dama;
Ethereal 14.00 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D26;Gambito de Dama;
Stockfish 16 64-bit 4CPU;RubiChess 20230410 64-bit 4CPU;0,5;0,5;D27;Gambito de Dama;
RubiChess 20230410 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D27;Gambito de Dama;
Stockfish 16 64-bit 4CPU;SlowChess Blitz 2.9 64-bit 4CPU;0,5;0,5;D15;Gambito de Dama;
SlowChess Blitz 2.9 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D15;Gambito de Dama;
Stockfish 16 64-bit 4CPU;Clover 4.1 64-bit 4CPU;1;0;D31;Gambito de Dama;
Clover 4.1 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D31;Gambito de Dama;
Stockfish 16 64-bit 4CPU;Koivisto 9.0 64-bit 4CPU;0,5;0,5;D58;Gambito de Dama;
Koivisto 9.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D58;Gambito de Dama;
Stockfish 16 64-bit 4CPU;Booot 7.1 64-bit 4CPU;1;0;D44;Gambito de Dama;
Booot 7.1 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D44;Gambito de Dama;
Stockfish 16 64-bit 4CPU;Rebel 16.2 64-bit 4CPU;0,5;0,5;D15;Gambito de Dama;
Rebel 16.2 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0;1;D15;Gambito de Dama;
Stockfish 16 64-bit 4CPU;Ethereal 14.00 64-bit 4CPU;0,5;0,5;D45;Gambito de Dama;
Ethereal 14.00 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D45;Gambito de Dama;
Stockfish 16 64-bit 4CPU;Minic 3.31 64-bit 4CPU;1;0;D45;Gambito de Dama;
Minic 3.31 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D45;Gambito de Dama;
Stockfish 16 64-bit 4CPU;Rebel 16.2 64-bit 4CPU;0,5;0,5;D45;Gambito de Dama;
Rebel 16.2 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D45;Gambito de Dama;
Stockfish 16 64-bit 4CPU;Uralochka 3.39d 64-bit 4CPU;0,5;0,5;D43;Gambito de Dama;
Uralochka 3.39d 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D43;Gambito de Dama;
Stockfish 16 64-bit 4CPU;Velvet 5.2.0 64-bit 4CPU;1;0;D19;Gambito de Dama;
Velvet 5.2.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D19;Gambito de Dama;
Stockfish 16 64-bit 4CPU;ShashChess GZ 64-bit 4CPU;0,5;0,5;D43;Gambito de Dama;
ShashChess GZ 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D43;Gambito de Dama;
Stockfish 16 64-bit 4CPU;Uralochka 3.39d 64-bit 4CPU;0,5;0,5;D27;Gambito de Dama;
Uralochka 3.39d 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D27;Gambito de Dama;
Stockfish 16 64-bit 4CPU;RubiChess 20230410 64-bit 4CPU;0,5;0,5;D10;Gambito de Dama;
RubiChess 20230410 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D10;Gambito de Dama;
Stockfish 16 64-bit 4CPU;Velvet 5.2.0 64-bit 4CPU;1;0;D43;Gambito de Dama;
Velvet 5.2.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D43;Gambito de Dama;
Stockfish 16 64-bit 4CPU;Arasan 23.5 64-bit 4CPU;0,5;0,5;D47;Gambito de Dama;
Arasan 23.5 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0;1;D47;Gambito de Dama;
Stockfish 16 64-bit 4CPU;Clover 4.1 64-bit 4CPU;1;0;D18;Gambito de Dama;
Clover 4.1 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D18;Gambito de Dama;
Stockfish 16 64-bit 4CPU;Seer 2.6.0 64-bit 4CPU;0,5;0,5;D31;Gambito de Dama;
Seer 2.6.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D31;Gambito de Dama;
Stockfish 16 64-bit 4CPU;Berserk 11.1 64-bit 4CPU;1;0;D17;Gambito de Dama;
Berserk 11.1 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D17;Gambito de Dama;
Stockfish 16 64-bit 4CPU;rofChade 3.0 64-bit 4CPU;1;0;D07;Gambito de Dama;
rofChade 3.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D07;Gambito de Dama;
Stockfish 16 64-bit 4CPU;RubiChess 20230410 64-bit 4CPU;0,5;0,5;D47;Gambito de Dama;
RubiChess 20230410 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D47;Gambito de Dama;
Deep Sjeng 3.6 a16 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D37;Gambito de Dama;
Stockfish 16 64-bit 4CPU;Deep Sjeng 3.6 a16 64-bit 4CPU;0,5;0,5;D37;Gambito de Dama;
Clover 5.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D24;Gambito de Dama;
Stockfish 16 64-bit 4CPU;Clover 5.0 64-bit 4CPU;1;0;D24;Gambito de Dama;
Clover 5.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D43;Gambito de Dama;
Stockfish 16 64-bit 4CPU;Clover 5.0 64-bit 4CPU;1;0;D43;Gambito de Dama;
Stockfish 16 64-bit 4CPU;Caissa 1.9 64-bit 4CPU;1;0;D49;Gambito de Dama;
Caissa 1.9 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D49;Gambito de Dama;
Deep Sjeng 3.6 a16 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D53;Gambito de Dama;
Stockfish 16 64-bit 4CPU;Deep Sjeng 3.6 a16 64-bit 4CPU;0,5;0,5;D53;Gambito de Dama;
Deep Sjeng 3.6 a16 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D26;Gambito de Dama;
Stockfish 16 64-bit 4CPU;Deep Sjeng 3.6 a16 64-bit 4CPU;1;0;D26;Gambito de Dama;
Deep Sjeng 3.6 a16 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D10;Gambito de Dama;
Stockfish 16 64-bit 4CPU;Deep Sjeng 3.6 a16 64-bit 4CPU;0,5;0,5;D10;Gambito de Dama;
Clover 6.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D11;Gambito de Dama;
Stockfish 16 64-bit 4CPU;Clover 6.0 64-bit 4CPU;0,5;0,5;D11;Gambito de Dama;
Alexandria 4.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D30;Gambito de Dama;
Stockfish 16 64-bit 4CPU;Alexandria 4.0 64-bit 4CPU;0,5;0,5;D30;Gambito de Dama;
Alexandria 4.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D33;Gambito de Dama;
Stockfish 16 64-bit 4CPU;Alexandria 4.0 64-bit 4CPU;1;0;D33;Gambito de Dama;
Marvin 6.2.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D63;Gambito de Dama;
Stockfish 16 64-bit 4CPU;Marvin 6.2.0 64-bit 4CPU;0,5;0,5;D63;Gambito de Dama;
Marvin 6.2.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D11;Gambito de Dama;
Stockfish 16 64-bit 4CPU;Marvin 6.2.0 64-bit 4CPU;1;0;D11;Gambito de Dama;
Clover 6.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D43;Gambito de Dama;
Stockfish 16 64-bit 4CPU;Clover 6.0 64-bit 4CPU;1;0;D43;Gambito de Dama;
Arasan 24.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D31;Gambito de Dama;
Stockfish 16 64-bit 4CPU;Arasan 24.0 64-bit 4CPU;0,5;0,5;D31;Gambito de Dama;
Alexandria 4.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0;1;D38;Gambito de Dama;
Stockfish 16 64-bit 4CPU;Alexandria 4.0 64-bit 4CPU;0,5;0,5;D38;Gambito de Dama;
Arasan 24.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0;1;D61;Gambito de Dama;
Stockfish 16 64-bit 4CPU;Arasan 24.0 64-bit 4CPU;0,5;0,5;D61;Gambito de Dama;
Arasan 24.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D30;Gambito de Dama;
Stockfish 16 64-bit 4CPU;Arasan 24.0 64-bit 4CPU;0,5;0,5;D30;Gambito de Dama;
Caissa 1.12 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D12;Gambito de Dama;
Stockfish 16 64-bit 4CPU;Caissa 1.12 64-bit 4CPU;0,5;0,5;D12;Gambito de Dama;
Caissa 1.12 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D37;Gambito de Dama;
Stockfish 16 64-bit 4CPU;Caissa 1.12 64-bit 4CPU;1;0;D37;Gambito de Dama;
Booot 7.2 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D17;Gambito de Dama;
Stockfish 16 64-bit 4CPU;Booot 7.2 64-bit 4CPU;1;0;D17;Gambito de Dama;
Booot 7.2 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0;1;D43;Gambito de Dama;
Stockfish 16 64-bit 4CPU;Booot 7.2 64-bit 4CPU;0,5;0,5;D43;Gambito de Dama;
Velvet 5.3.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D16;Gambito de Dama;
Stockfish 16 64-bit 4CPU;Velvet 5.3.0 64-bit 4CPU;1;0;D16;Gambito de Dama;
Caissa 1.12 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D37;Gambito de Dama;
Stockfish 16 64-bit 4CPU;Caissa 1.12 64-bit 4CPU;1;0;D37;Gambito de Dama;
Rebel EAS 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D30;Gambito de Dama;
Stockfish 16 64-bit 4CPU;Rebel EAS 64-bit 4CPU;0,5;0,5;D30;Gambito de Dama;
Rebel EAS 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D53;Gambito de Dama;
Stockfish 16 64-bit 4CPU;Rebel EAS 64-bit 4CPU;0,5;0,5;D53;Gambito de Dama;
Velvet 5.3.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D15;Gambito de Dama;
Stockfish 16 64-bit 4CPU;Velvet 5.3.0 64-bit 4CPU;1;0;D15;Gambito de Dama;
Rebel EAS 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D31;Gambito de Dama;
Stockfish 16 64-bit 4CPU;Rebel EAS 64-bit 4CPU;0,5;0,5;D31;Gambito de Dama;
RubiChess 20230918 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D45;Gambito de Dama;
Stockfish 16 64-bit 4CPU;RubiChess 20230918 64-bit 4CPU;0,5;0,5;D45;Gambito de Dama;
RubiChess 20230918 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D47;Gambito de Dama;
Stockfish 16 64-bit 4CPU;RubiChess 20230918 64-bit 4CPU;0,5;0,5;D47;Gambito de Dama;
RubiChess 20230918 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D12;Gambito de Dama;
Stockfish 16 64-bit 4CPU;RubiChess 20230918 64-bit 4CPU;1;0;D12;Gambito de Dama;
Rebel EAS 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D20;Gambito de Dama;
Stockfish 16 64-bit 4CPU;Rebel EAS 64-bit 4CPU;0,5;0,5;D20;Gambito de Dama;
Dragon by Komodo 3.3 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D25;Gambito de Dama;
Stockfish 16 64-bit 4CPU;Dragon by Komodo 3.3 64-bit 4CPU;0,5;0,5;D25;Gambito de Dama;
rofChade 3.1 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0;1;D11;Gambito de Dama;
Stockfish 16 64-bit 4CPU;rofChade 3.1 64-bit 4CPU;0,5;0,5;D11;Gambito de Dama;
Ginkgo Valencia 1.01 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D31;Gambito de Dama;
Stockfish 16 64-bit 4CPU;Ginkgo Valencia 1.01 64-bit 4CPU;0,5;0,5;D31;Gambito de Dama;
Dragon by Komodo 3.3 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D30;Gambito de Dama;
Stockfish 16 64-bit 4CPU;Dragon by Komodo 3.3 64-bit 4CPU;0,5;0,5;D30;Gambito de Dama;
Dragon by Komodo 3.3 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D43;Gambito de Dama;
Stockfish 16 64-bit 4CPU;Dragon by Komodo 3.3 64-bit 4CPU;0,5;0,5;D43;Gambito de Dama;
Torch v1 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D10;Gambito de Dama;
Stockfish 16 64-bit 4CPU;Torch v1 64-bit 4CPU;0,5;0,5;D10;Gambito de Dama;
Ethereal 14.25 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D37;Gambito de Dama;
Stockfish 16 64-bit 4CPU;Ethereal 14.25 64-bit 4CPU;0,5;0,5;D37;Gambito de Dama;
Dragon by Komodo 3.3 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D63;Gambito de Dama;
Stockfish 16 64-bit 4CPU;Dragon by Komodo 3.3 64-bit 4CPU;0,5;0,5;D63;Gambito de Dama;
Ethereal 14.25 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D16;Gambito de Dama;
Stockfish 16 64-bit 4CPU;Ethereal 14.25 64-bit 4CPU;1;0;D16;Gambito de Dama;
Ethereal 14.25 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D43;Gambito de Dama;
Stockfish 16 64-bit 4CPU;Ethereal 14.25 64-bit 4CPU;0,5;0,5;D43;Gambito de Dama;
Ethereal 14.25 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D30;Gambito de Dama;
Stockfish 16 64-bit 4CPU;Ethereal 14.25 64-bit 4CPU;0,5;0,5;D30;Gambito de Dama;
Viridithas 11.0.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D19;Gambito de Dama;
Stockfish 16 64-bit 4CPU;Viridithas 11.0.0 64-bit 4CPU;0,5;0,5;D19;Gambito de Dama;
Caissa 1.13.1 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D20;Gambito de Dama;
Stockfish 16 64-bit 4CPU;Caissa 1.13.1 64-bit 4CPU;1;0;D20;Gambito de Dama;
Caissa 1.13.1 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D10;Gambito de Dama;
Stockfish 16 64-bit 4CPU;Caissa 1.13.1 64-bit 4CPU;0,5;0,5;D10;Gambito de Dama;
Viridithas 11.0.0 64-bit 4CPU;Stockfish 16 64-bit 4CPU;0,5;0,5;D37;Gambito de Dama;
